CustomerId,SalesDistrictId,BisnodeScore,CustomerImportanceId,CustomerName1,CustomerBranch
f7272d0e0b98a07e319efbbe8428f7123793beac6bb9d1f14515d1d34d7feaf1,201,2,7,abiding-penguin,Europe
8dfe5b366e8ad09e3ded0802d1bda258015fd6fe6a2524012a2e5d4acdccce9a,201,2,7,ingenious-ferret,Australia
9c192f5c9023ca382d395e45b98ead3833600e9c7cbce024eaf400c0a56afdf6,201,3,0,loutish-cricket,Africa
ac4a535d454a6f171db8ce59d37bdfcf26ba7ab08cc7132c31fec84eff2a907b,202,17,7,diamond-poodle,Australia
276505dae153f2c8ca33d832d8ed63a5f1ec1a59a76f1aea370cf0a8c9f034ab,203,1,7,enormous-stork,Australia
2826d6136862342785d8a1cdc0f70e1bc923396ca00edecd9918db8afb088318,201,,0,zealous-silkworm,North America
a42d7161c14a2e225e591afda3c447999da6658d245f1e7808b6e2e4181d8f0a,202,3,7,tangerine-numbat,South America
4165a1d2e7b43ad8a11eba8531f809b602c9f731ecc9bdee7375f865c4c9ce2c,203,1,7,passionate-civet,Europe
a9f81b98e10df71f82e3b426da93544192d15bb2a356326897cea243e82c67ba,200,9,7,peridot-jaguarundi,North America
c52f3d32e2ff73484a01a42c585d1d4a26f11f6c05822ec1d7d09c205005803d,201,2,0,true-cicada,Europe
40131076d7d8517933ca052440b685b2e97a0864236491ff5cdb0d0a88d5a213,26,,7,nifty-husky,Europe
2f5344925182dae422507c386681138264615320e873f9e82d909d1ab5691340,203,1,0,strong-parakeet,Africa
3cea580ad7dccc87e0b530d3d4da69c414ced1d5463dfd5c837f513268d19049,200,17,7,saffron-jacamar,Africa
53fecc5bacbca08386278a544b9fbe4bb4af960155c5e22f6a79234f867d0b16,203,1,7,festive-antelope,Australia
b10eefe82289a91430335fadaa4a894c8476c6de82ef20d0246035450ac6fd99,200,1,7,gifted-eel,Europe
1be86a3a4605f6a6b2df8a3a9b0cd3d2c24e850681505c96e711244404ed692f,203,3,0,tourmaline-moose,Australia
d233120d01bd6a528d04f75ef7561e095f5438207c49000d6e98a5418bb7da31,201,2,7,enchanted-unicorn,Europe
5200816df5f586f7e66858c78cab97c644f4c3d74e88ca4febe35fbeb8ba41f7,202,1,7,positive-crayfish,Asia
3b488bf4e907666a32ae642d8d2cc80d07388625161726a0a8fd3eaa9be6e737,200,2,7,provocative-ferret,Europe
cbf879c72b418e0be70110bbf58feb022d296512005996c0ee6db8cdf400026b,204,4,7,mini-oriole,Australia
0a39efa0cb3819b0da40c806b0e78add2dce273545b247f50885d26a3fdf2db7,515,1,0,messy-angelfish,Australia
1f7ab1cc6716c4a1ed8c4dba43c2f0c9dde0802500886cff87f9379d18c3979e,,,0,lovely-mongoose,Australia
0125e6939a26c845878b1b8ce3a9768854e1042a166c452d315aa05b0ed63b5a,203,9,7,micro-moose,Europe
2d32cd3ad39d7b953b02c841702cb79158834969fd5a4127b9a63fd4c12a2a52,204,3,7,amber-bug,South America
f75293d0ccc27ce6716d27e904ed908f55fd605dfb7b814c4c82da3999a334c9,201,3,7,flashy-tuna,North America
e8a469efa3373055df5f435309b1004ba1ef253300a64724227e9ae7ac52db50,203,6,0,eggplant-octopus,Antarctica
4e5c88941e108424186d243ff59585250221e129daf04baece0925e754e1d205,201,11,7,loutish-shellfish,Australia
b7cb21e1e86a7eff2c5aa42337163c33cce96a7454b832e737cae420e3201497,202,4,7,sandy-gopher,Asia
c6d2ae4b6180d9c42c82c11dbd9cc26f5993aa286c4b9ac21448090a34490bb1,203,1,0,neat-pig,South America
7322113d7935e9ccef8496cc9741c6ca2d9436c2eb0dd38fad4e5563a4cc1a60,201,4,5,warping-macaque,Australia
996c2302de0ad0e7bea900b708db23c71b5b71ed028e887a888c15a0af70e30a,201,8,7,daft-rhino,North America
0f79b26a7ee14319e1df11b04e5318fbe1392fd820a2e07bddf7ddf2712f3f46,203,10,0,thoughtful-jaguar,Africa
6008a2d22e17a8176412ca0a49a137e72843789378ee6e2d86dcc9aa6d4a0741,200,5,7,famous-trout,Europe
0306e9c474ce6b298e028ed88acd8056b65fe053f8bd11d87df2e6a51786e186,202,1,7,intelligent-lorikeet,Antarctica
a457a2f05686eebb8cbc1ded93f9ca12bda2e48efbc00a4e06473096dbc98dcb,201,5,0,lime-chimpanzee,North America
3dacfa8d44cdb4b3299181b81ad51eef827df688f5ea01e9e079183f44cf4170,203,2,0,mutant-mandrill,Antarctica
c3e755c46277732cbae50d500c5a1089eec3b1378516ea950a3598d59ca77668,201,5,7,classy-fennec,Australia
7bdec7e1346e8d4f4469758db99a593cdc8a80b0101c79174311f018bbd7b321,202,1,0,gentle-curassow,North America
08abb2c6e3e3d3c68b255a247adb25b3454519d23c190a9a41fcb0502302d6cd,203,3,7,poised-catfish,Africa
17964af49723898a5ea3ad9eae0c0555b8627904f53f7367004e5e461e783c1f,203,14,7,imaginary-sawfish,Antarctica
2df41a5865b393b3b400d92e6c60e6ec422cce9e3269a88acd771e77f6e0e754,,,0,mature-hornet,Asia
5307d348975f31dcc2c699f250c2a20afb803b6582d407927d7b5ea2e03ba18d,203,4,0,conscious-sidewinder,North America
369d2d59a9c3881a972a09be9b1454590fd2133213105acd6f593bbab9db4f6b,201,4,0,energetic-dogfish,Australia
399d3ffa320d8cc97d31c17256eae49b462f4ae79bf30753e9de6f7035d4530e,201,3,7,stoic-donkey,Africa
f8b3fe5f324801aa6b987f7144363574cf79dcf5ae3c4386c6b0e59c9485abf0,203,6,7,masked-hare,South America
b829246c2ca28450ab8b70c69bdf8380001f6ef658366cd9afe88627ef423ef6,201,10,7,flying-peacock,Asia
998825f43d711f9cb615b95b43997f4c2c44c95911dea22e807ea59ff896a0f9,202,1,7,greedy-raptor,Africa
0928e46012c082e64ae3c834c00748ee7b4e9ca066f86f19091bea2ebf514dae,200,1,7,sandy-cockle,Africa
d1299f5813d59fad145b0b9588901737a3330779cb6557ddce05842b92d77468,201,4,7,glossy-seagull,North America
06280e7ce6c1ec0cad876a56971c9cb9e5282081febedc24679a089f9decdfd0,201,1,7,precious-vole,Europe
a8818e0b5c88a8ceaeb326ab2465be402d0a41af0c984b8efe5dd918d9233e4e,202,1,7,radical-bonobo,North America
8fc8a508c56085c63958094088d110a07b8e469d343462d3aebe3259217737dd,201,4,7,uptight-deer,Europe
8cf73f420d1582b32b2f6eae4c97742b36647f7366f98582b5d23ba18ec65bcd,200,17,0,ultramarine-peacock,North America
21d96450d5972efd0d72e4bec9be86a968325dcb5db2ceeb51114ded4eb8f072,204,1,7,electric-numbat,Asia
f5c3995507da1157c9393ffbbd53a7eac7738877e3cc6ab1969396aff1260da4,204,,0,chocolate-bullfinch,Africa
b8e7a28f2619885e510bc81be0f353a7f9bca98349bfb6363ca261144a28cdf9,202,1,7,jovial-wombat,Africa
e6613a61a7c20fbd5fd00c322a3834056e2f3a917520bfd25613056fcc4a4ec7,204,1,7,kickass-porcupine,North America
81d34c1eec7a15778b73d8dc8e7d453f402876fb834437446858cf544da30455,202,1,7,acoustic-petrel,Asia
439946944a568c7cacd66717822291d9968ef4d60170160e7f6628f3393d830e,201,17,7,benign-ermine,South America
d2a30890f78a9932bcfec8babd7b2750568334e8dde63c9f678d057a106f373d,200,3,7,white-fennec,Australia
f32e9ab127327cf04c94e3b4b60f8f2a3bf28b9249b44fad145520a028bcfa22,200,1,5,weightless-ibis,Africa
448489ec85e303f5a9f6403d1377c343849d6d2f56bc25b4c00aacad99b95626,204,1,7,holistic-sawfly,Australia
f8407167f451ce91dc6fa70ce7bf80f918dc3f859f188d9647f4affdc7d0f967,200,11,0,rainbow-sturgeon,Antarctica
2bf4d5472bc510de9346a4876d8e9512b2acccacd5aa04080c76cc08530dacf3,203,2,7,awesome-foxhound,Antarctica
7e73f96efdf006ec11b14f513cee9a7b8f5ffd81ccf4453c4fb3c6060b982a58,200,6,7,uppish-trogon,South America
6dc0d0676b3f5b302e1a807d281b69a53e67131af70941a1390d42331d3f13c9,202,1,0,opal-turaco,North America
55c7abdde84b5469fd429acee70ff7d2da0163bc5f5b7a065096cd466177ca55,203,1,7,quixotic-malamute,Asia
accb332a02424281f5cb983044051f4adf591d6a47a06f61239b7687f728e426,204,4,0,greedy-kestrel,Africa
00c18598ed36e4a14887c7ab1e03ef14dd32f2b1ea53a323f112678f13381657,203,7,0,affable-buffalo,Australia
8c589517f65dcc910d1af9f459ca81e5d7151ba72dd77fa611d79d2ce127db7d,204,1,7,outgoing-myna,South America
ab4f732286a5352b5b30699e09189b5df99683df1cf8aaf209987b589d34f29c,200,1,0,benign-millipede,Antarctica
c62e7b7857c155966f371caba5e30d93dd4ac0a1b09f97e4adb529fd806231b0,201,1,7,cerise-stallion,South America
