BusinessTreeId;BusinessYearEnd;BusinessTreeFatherId
534;2023;51763
535;2023;51763
539;2023;51763
544;2023;51763
549;2023;51763
570;2023;51763
582;2023;51763
583;2023;51763
584;2023;51763
585;2023;51763
586;2023;51763
587;2023;51763
588;2023;51763
589;2023;51763
591;2023;51763
592;2023;51763
593;2023;51763
594;2023;51763
595;2023;51763
596;2023;51763
597;2023;51763
598;2023;51763
599;2023;51763
600;2023;51763
601;2023;51763
602;2023;51763
603;2023;51763
605;2023;51763
606;2023;51763
607;2023;51763
612;2023;51763
614;2023;51763
615;2023;51763
621;2023;51763
625;2023;51763
626;2023;51763
627;2023;51763
746;2023;51763
752;2023;51763
768;2023;51763
785;2023;51763
786;2023;51763
6148;2023;51763
6151;2023;51763
839;2023;51763
6191;2023;51763
6195;2023;51763
6196;2023;51763
6197;2023;51763
6198;2023;51763
6199;2023;51763
849;2023;51763
850;2023;51763
851;2023;51763
6236;2023;51763
6241;2023;51763
6242;2023;51763
6243;2023;51763
6244;2023;51763
6245;2023;51763
6246;2023;51763
6247;2023;51763
6248;2023;51763
853;2023;51763
6264;2023;51763
878;2023;51763
6276;2023;51763
6279;2023;51763
6281;2023;51763
6283;2023;51763
6284;2023;51763
6301;2023;51763
6305;2023;51763
6306;2023;51763
6315;2023;51763
6316;2023;51763
6472;2023;51763
6473;2023;51763
6474;2023;51763
6475;2023;51763
6481;2023;51763
10400;2023;51763
10401;2023;51763
10402;2023;51763
10412;2023;51763
14110;2023;51763
14165;2023;51763
21599;2023;51763
21600;2023;51763
21601;2023;51763
17887;2023;51763
17888;2023;51763
17893;2023;51763
17895;2023;51763
21625;2023;51763
21626;2023;51763
21666;2023;51763
21667;2023;51763
21682;2023;51763
21683;2023;51763
21693;2023;51763
25522;2023;51763
29731;2023;51763
29743;2023;51763
29744;2023;51763
29745;2023;51763
29746;2023;51763
29747;2023;51763
29748;2023;51763
29749;2023;51763
29750;2023;51763
29751;2023;51763
29752;2023;51763
29818;2023;51763
29819;2023;51763
29820;2023;51763
29821;2023;51763
29822;2023;51763
29823;2023;51763
29824;2023;51763
29825;2023;51763
29826;2023;51763
29827;2023;51763
29828;2023;51763
29829;2023;51763
29833;2023;51763
1532;2023;51763
1538;2023;51763
1555;2023;51763
1556;2023;51763
1581;2023;51763
1583;2023;51763
1611;2023;51763
31565;2023;51763
31570;2023;51763
31571;2023;51763
31574;2023;51763
31575;2023;51763
39052;2023;51763
39055;2023;51763
39056;2023;51763
39081;2023;51763
39082;2023;51763
43362;2023;51763
51421;2023;51763
55465;2023;51763
55466;2023;51763
55467;2023;51763
55516;2023;51763
55614;2023;51763
55615;2023;51763
55616;2023;51763
55621;2023;51763
55684;2023;51763
55693;2023;51763
55694;2023;51763
68075;2023;51763
68081;2023;51763
68082;2023;51763
68083;2023;51763
68084;2023;51763
68085;2023;51763
68086;2023;51763
68112;2023;51763
51561;2023;51487
51764;2023;51561
315;2023;51764
317;2023;51764
321;2023;51764
323;2023;51764
375;2023;51764
499;2023;51764
500;2023;51764
2959;2023;51764
2961;2023;51764
840;2023;51764
842;2023;51764
848;2023;51764
877;2023;51764
14115;2023;51764
14116;2023;51764
14141;2023;51764
17885;2023;51764
21621;2023;51764
21622;2023;51764
21623;2023;51764
21624;2023;51764
21640;2023;51764
21668;2023;51764
21669;2023;51764
21696;2023;51764
21697;2023;51764
21698;2023;51764
1582;2023;51764
1585;2023;51764
7897;2023;51764
4894;2023;51764
31572;2023;51764
31573;2023;51764
31576;2023;51764
31578;2023;51764
31583;2023;51764
31584;2023;51764
31589;2023;51764
31590;2023;51764
55464;2023;51764
55480;2023;51764
55481;2023;51764
55488;2023;51764
55489;2023;51764
55500;2023;51764
55501;2023;51764
55502;2023;51764
55503;2023;51764
55504;2023;51764
55505;2023;51764
55506;2023;51764
55518;2023;51764
55526;2023;51764
55527;2023;51764
55528;2023;51764
55529;2023;51764
63657;2023;51764
51562;2023;51487
51765;2023;51562
2426;2023;51765
2427;2023;51765
2429;2023;51765
2432;2023;51765
2435;2023;51765
2436;2023;51765
3139;2023;51765
3296;2023;51765
21686;2023;51765
21687;2023;51765
21688;2023;51765
21691;2023;51765
29831;2023;51765
29832;2023;51765
4551;2023;51765
4552;2023;51765
4556;2023;51765
4558;2023;51765
4667;2023;51765
68009;2023;51765
68119;2023;51765
68120;2023;51765
68121;2023;51765
68122;2023;51765
68123;2023;51765
68124;2023;51765
68125;2023;51765
68126;2023;51765
68127;2023;51765
68128;2023;51765
68129;2023;51765
68130;2023;51765
63790;2023;51487
64001;2023;63790
68014;2023;64001
27841;2023;27792
133;2023;27841
698;2023;133
699;2023;133
700;2023;133
701;2023;133
702;2023;133
703;2023;133
704;2023;133
705;2023;133
706;2023;133
707;2023;133
708;2023;133
710;2023;133
711;2023;133
715;2023;133
716;2023;133
717;2023;133
718;2023;133
719;2023;133
929;2023;133
930;2023;133
940;2023;133
941;2023;133
942;2023;133
943;2023;133
3475;2023;133
3476;2023;133
3477;2023;133
3480;2023;133
3539;2023;133
21610;2023;133
25523;2023;133
25524;2023;133
25525;2023;133
25526;2023;133
25527;2023;133
25528;2023;133
25529;2023;133
25530;2023;133
25531;2023;133
25533;2023;133
25534;2023;133
25535;2023;133
25536;2023;133
25537;2023;133
25538;2023;133
25539;2023;133
1595;2023;133
1596;2023;133
1597;2023;133
1598;2023;133
1599;2023;133
1600;2023;133
1605;2023;133
1606;2023;133
27842;2023;27792
2106;2023;27842
2937;2023;2106
2938;2023;2106
3484;2023;2106
21642;2023;2106
25532;2023;2106
25540;2023;2106
25541;2023;2106
25542;2023;2106
25543;2023;2106
25544;2023;2106
25545;2023;2106
25546;2023;2106
25547;2023;2106
25548;2023;2106
29722;2023;2106
29723;2023;2106
29724;2023;2106
29725;2023;2106
29726;2023;2106
29727;2023;2106
29728;2023;2106
29729;2023;2106
29730;2023;2106
43363;2023;2106
43366;2023;2106
27843;2023;27793
141;2023;27843
874;2023;141
957;2023;141
961;2023;141
963;2023;141
964;2023;141
965;2023;141
982;2023;141
988;2023;141
3443;2023;141
3444;2023;141
17851;2023;141
55673;2023;141
63794;2023;27793
64012;2023;63794
396;2023;64012
909;2023;64012
17852;2023;64012
17859;2023;64012
17871;2023;64012
17872;2023;64012
17873;2023;64012
17876;2023;64012
17877;2023;64012
21689;2023;64012
31561;2023;64012
43335;2023;64012
43368;2023;64012
47408;2023;64012
68115;2023;64012
27845;2023;27793
145;2023;27845
6135;2023;145
27846;2023;27793
146;2023;27846
388;2023;146
389;2023;146
390;2023;146
391;2023;146
392;2023;146
393;2023;146
394;2023;146
395;2023;146
398;2023;146
399;2023;146
400;2023;146
401;2023;146
402;2023;146
403;2023;146
404;2023;146
892;2023;146
27847;2023;27793
153;2023;27847
1539;2023;153
1543;2023;153
4669;2023;153
27848;2023;27794
23711;2023;27848
25549;2023;23711
25550;2023;23711
43222;2023;23711
43223;2023;23711
43224;2023;23711
43225;2023;23711
27849;2023;27794
23712;2023;27849
25552;2023;23712
25556;2023;23712
29719;2023;23712
55625;2023;23712
59738;2023;23712
59754;2023;23712
59755;2023;23712
59756;2023;23712
59757;2023;23712
59761;2023;23712
27850;2023;27794
23713;2023;27850
25551;2023;23713
29741;2023;23713
31559;2023;23713
55626;2023;23713
51572;2023;51491
51766;2023;51572
2187;2023;51766
2188;2023;51766
2189;2023;51766
331;2023;51766
332;2023;51766
342;2023;51766
343;2023;51766
344;2023;51766
345;2023;51766
346;2023;51766
347;2023;51766
349;2023;51766
350;2023;51766
757;2023;51766
759;2023;51766
769;2023;51766
770;2023;51766
771;2023;51766
773;2023;51766
780;2023;51766
6176;2023;51766
6185;2023;51766
6186;2023;51766
6189;2023;51766
3076;2023;51766
864;2023;51766
9736;2023;51766
3155;2023;51766
9763;2023;51766
9765;2023;51766
9766;2023;51766
9768;2023;51766
9769;2023;51766
9770;2023;51766
9771;2023;51766
6392;2023;51766
6393;2023;51766
6394;2023;51766
6395;2023;51766
969;2023;51766
970;2023;51766
971;2023;51766
972;2023;51766
985;2023;51766
986;2023;51766
987;2023;51766
6480;2023;51766
6484;2023;51766
6486;2023;51766
6487;2023;51766
6488;2023;51766
1004;2023;51766
1005;2023;51766
1006;2023;51766
1007;2023;51766
1008;2023;51766
1010;2023;51766
1013;2023;51766
1017;2023;51766
3294;2023;51766
3295;2023;51766
1019;2023;51766
9962;2023;51766
1025;2023;51766
3328;2023;51766
1030;2023;51766
3334;2023;51766
1033;2023;51766
10413;2023;51766
10414;2023;51766
17865;2023;51766
17866;2023;51766
17867;2023;51766
17868;2023;51766
17869;2023;51766
17870;2023;51766
21627;2023;51766
21628;2023;51766
21631;2023;51766
21632;2023;51766
21633;2023;51766
21634;2023;51766
21659;2023;51766
21670;2023;51766
21671;2023;51766
21672;2023;51766
21673;2023;51766
21674;2023;51766
21675;2023;51766
21676;2023;51766
21678;2023;51766
29739;2023;51766
29742;2023;51766
29830;2023;51766
31577;2023;51766
43333;2023;51766
43334;2023;51766
43336;2023;51766
43337;2023;51766
43338;2023;51766
43339;2023;51766
43340;2023;51766
43341;2023;51766
43342;2023;51766
43343;2023;51766
43344;2023;51766
43345;2023;51766
43346;2023;51766
43347;2023;51766
43348;2023;51766
43349;2023;51766
43350;2023;51766
43351;2023;51766
43352;2023;51766
43353;2023;51766
55446;2023;51766
55477;2023;51766
55478;2023;51766
55479;2023;51766
55486;2023;51766
55487;2023;51766
55490;2023;51766
55491;2023;51766
55494;2023;51766
55495;2023;51766
55496;2023;51766
55497;2023;51766
55498;2023;51766
55499;2023;51766
55520;2023;51766
55536;2023;51766
55537;2023;51766
55538;2023;51766
55539;2023;51766
55547;2023;51766
55548;2023;51766
55549;2023;51766
55550;2023;51766
55551;2023;51766
55552;2023;51766
55553;2023;51766
55554;2023;51766
55555;2023;51766
55556;2023;51766
55557;2023;51766
55558;2023;51766
55559;2023;51766
55560;2023;51766
55569;2023;51766
55570;2023;51766
55571;2023;51766
55618;2023;51766
55619;2023;51766
55660;2023;51766
55686;2023;51766
55695;2023;51766
55696;2023;51766
67991;2023;51766
68007;2023;51766
68078;2023;51766
68079;2023;51766
68080;2023;51766
63658;2023;51766
68090;2023;51766
68091;2023;51766
68100;2023;51766
68111;2023;51766
51573;2023;51491
51767;2023;51573
341;2023;51767
826;2023;51767
6391;2023;51767
990;2023;51767
991;2023;51767
992;2023;51767
3271;2023;51767
3272;2023;51767
10410;2023;51767
10415;2023;51767
10416;2023;51767
10417;2023;51767
10418;2023;51767
10425;2023;51767
10426;2023;51767
10427;2023;51767
10428;2023;51767
10429;2023;51767
10430;2023;51767
10431;2023;51767
10432;2023;51767
10433;2023;51767
10434;2023;51767
10435;2023;51767
10436;2023;51767
10437;2023;51767
10438;2023;51767
10439;2023;51767
10440;2023;51767
10441;2023;51767
10442;2023;51767
10443;2023;51767
10444;2023;51767
10445;2023;51767
14112;2023;51767
14130;2023;51767
14131;2023;51767
14132;2023;51767
14133;2023;51767
14134;2023;51767
14135;2023;51767
14136;2023;51767
14137;2023;51767
14150;2023;51767
14151;2023;51767
14152;2023;51767
21620;2023;51767
21638;2023;51767
21639;2023;51767
21655;2023;51767
21656;2023;51767
21657;2023;51767
31550;2023;51767
31552;2023;51767
31553;2023;51767
31564;2023;51767
43323;2023;51767
43324;2023;51767
43325;2023;51767
55482;2023;51767
55483;2023;51767
55484;2023;51767
